time,flow, temp, salt,aed_oxygen_oxy,aed_silica_rsi,aed_nitrogen_amm,aed_nitrogen_nit,aed_phosphorus_frp,aed_organic_matter_pon,aed_organic_matter_don,aed_organic_matter_pop,aed_organic_matter_dop,aed_organic_matter_poc,aed_organic_matter_doc,aed_phytoplankton_green,aed_phytoplankton_diatom,aed_phytoplankton_crypto
2003-06-06,0.0856481481,10.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-07,0.05,14.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-14,0.003587963,14.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-15,0.0071759259,14.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-16,0.003587963,15.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-17,0.028587963,15.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-18,0.0071759259,21.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-19,0.0107638889,16.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-24,0.003587963,11.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-28,0.021412037,16,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-29,0.053587963,15.4,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-06-30,0.1127314815,15.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-01,0.1320601852,17.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-02,0.0178240741,14.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-03,0.0071759259,13.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-04,0.0820601852,14.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-13,0.0013888889,16,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-14,0.021412037,19.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-17,0.003587963,17.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-18,0.053587963,15.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-20,0.3069444444,14.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-21,0.025,18.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-23,0.0013888889,18.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-24,0.003587963,15.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-25,0.003587963,16.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-26,0.0178240741,20.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-27,0.0856481481,20.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-28,0.0642361111,19.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-29,0.0071759259,19.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-30,0.1392361111,20.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-07-31,0.0678240741,22.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-05,0.046412037,11.3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-13,0.0356481481,16.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-14,0.046412037,21.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-15,0.0928240741,21.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-16,0.0392361111,17.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-17,0.0071759259,18.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-19,0.0071759259,16.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-20,0.0056712963,14.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-25,0.021412037,12.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-26,0.096412037,9.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-30,0.0107638889,14.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-08-31,0.003587963,17.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-01,0.0071759259,14.7,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-02,0.003587963,16.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-03,0.05,19,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-04,0.0428240741,14.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-05,0.0107638889,12.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-10,0.0107638889,12.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-13,0.025,9.8,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-19,0.003587963,9.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-20,0.0356481481,5.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-21,0.0142361111,8.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-23,0.003587963,4.6,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-28,0.046412037,3.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-29,0.003587963,3.1,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-09-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-02,0.025,10,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-03,0.0099537037,11.9,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-07,0.0071759259,15.2,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-10,0.0107638889,8.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-13,0.0028935185,3,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-16,0.0013888889,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-24,0.0028935185,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-10-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-17,0.003587963,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-19,0.0013888889,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-11-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-01,0.0013888889,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-10,0.0013888889,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2003-12-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-08,0.0013888889,0.5,0.28,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-30,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-01-31,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-02,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-03,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-04,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-05,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-06,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-07,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-08,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-09,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-10,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-11,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-12,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-13,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-14,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-15,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-16,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-17,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-18,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-19,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-20,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-21,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-22,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-23,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-24,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-25,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-26,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-27,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-28,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-02-29,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
2004-03-01,0,0,0,225,12.5,12.5,27.6,0.25,70,5,10,10,80,700,40,40,40
